tdry_profile,twet_profile
273.15,269.16496600221575
268.15,266.1896172394008
270.95,268.1604807817799
273.15,269.7525541267308
273.15,269.85627089327204
272.04999999999995,269.0414325288816
270.95,268.1604807817799
270.34999999999997,267.53217432747095
268.75,266.2747126966933
267.54999999999995,265.23110207318155
266.45,264.4694142630051
264.84999999999997,263.2308058386868
263.75,262.36204750724454
263.75,262.36204750724454
263.15,261.78918323604967
262.54999999999995,261.2163166758235
262.04999999999995,260.90566165456914
261.45,260.3264202105977
261.45,260.3264202105977
261.45,260.16605516410635
261.45,260.16605516410635
260.95,259.84371742702245
261.45,260.3264202105977
261.45,260.3264202105977
261.45,260.16605516410635
263.75,262.36204750724454
264.84999999999997,263.10504110552773
269.25,266.51555725617294
274.25,270.240162501552
277.04999999999995,272.0833782034692
280.34999999999997,274.14558425435035
286.45,276.7048006201562
285.95,276.2515424033225
284.84999999999997,275.5890495397277
284.84999999999997,275.5890495397277
283.15,274.793872381746
